Bill Amount,Who Tipped,Tip Amount,Ethnicity,Day Dined,Meal Period,How Dined,Overall Satisfaction,Will Return,Would Recommend,Greeted Friendly,Meal Quality,Overall Service,"Music, Lighting, Temp.",Cleanliness,Food Delivery Speed,Bev. Service Speed,Offered Appetizer
$62.43,Me,$8.00,White,Wed,Dinner,Dine In,Poor,Definitely Not,Definitely Would Not,Yes,Poor,Fair,Very Good,Very Good,Good,Good,No
$31.31,Me,$6.23,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Excellent,Yes
$17.92,Me,$4.00,White,Tue,Lunch,Dine In,Very Good,Might or Might Not,Might or Might Not,Yes,Good,Excellent,Excellent,Excellent,Excellent,Excellent,No
$20.00,Me,$4.00,White,Thu,Dinner,Dine In,Very Good,Might or Might Not,Probably Would,Yes,Very Good,Very Good,Very Good,Very Good,Fair,Very Good,No
$35.00,Me,$8.00,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$16.49,Me,$4.00,White,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$48.67,Me,$12.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Very Good,Don't Remember
$37.81,Me,$0.05,Asian,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$108.32,Me,$16.68,Asian,Thu,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Very Good,Very Good,Very Good,Very Good,No
$29.19,Me,$6.00,Prefer not to answer,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$52.49,Me,$0.20,Prefer not to answer,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$30.06,Me,$5.00,Hispanic,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$17.56,Me,$2.50,White,Mon,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Very Good,Very Good,Very Good,Excellent,Yes
$25.30,Me,$3.70,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$25.10,Me,$4.00,Hispanic,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Excellent,Very Good,Very Good,No
$47.37,Me,$8.00,White,Tue,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Yes
$33.01,Me,$6.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$31.35,Me,$6.65,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$17.38,Me,$3.00,White,Tue,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Yes
$54.89,Me,$8.50,White,Fri,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,Don't Remember
$41.41,Me,$6.00,Hispanic,Fri,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Excellent,Very Good,Very Good,Very Good,Excellent,Yes
$32.04,Me,$7.00,White,Fri,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Good,Very Good,Very Good,Very Good,No
$46.01,Me,$8.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Very Good,Yes
$68.58,Me,$11.52,White,Fri,Dinner,Dine In,Fair,Might or Might Not,Might or Might Not,Yes,Fair,Good,Good,Excellent,Excellent,Good,No
$98.45,Me,$20.00,Asian,Mon,Dinner,Dine In,Good,Definitely Will,Definitely Would,No,Very Good,Good,Very Good,Very Good,Excellent,Excellent,No
$28.00,Me,$5.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$45.74,Me,$8.00,White,Sun,Dinner,Dine In,Excellent,Probably Will,Might or Might Not,Yes,Very Good,Excellent,Very Good,Very Good,Excellent,Very Good,Yes
$24.23,Me,$2.00,Hispanic,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$47.08,Me,$10.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Very Good,Excellent,Excellent,Yes
$20.50,Me,$4.00,Hispanic,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$42.41,Me,$8.59,Asian,Fri,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Very Good,Very Good,Excellent,Excellent,No
$40.66,Me,$6.00,White,Sat,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,No
$52.33,Me,$7.00,Hispanic,Tue,Dinner,Dine In,Excellent,Definitely Will,Probably Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$28.27,Me,$6.00,Asian,Fri,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Good,Excellent,Very Good,Excellent,No
$38.71,Me,$5.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$33.71,Me,$5.00,Hispanic,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$61.76,Me,$12.00,Hispanic,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Excellent,Excellent,Excellent,Yes
$19.87,Me,$3.00,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Don't Remember
$18.08,Me,$2.92,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$34.47,Me,$10.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$71.95,Me,$8.05,White,Sat,Dinner,Dine In,Very Good,Might or Might Not,Might or Might Not,Yes,Good,Excellent,Excellent,Excellent,Very Good,Very Good,Don't Remember
$42.44,Me,$8.00,White,Tue,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Very Good,Excellent,Very Good,Very Good,Don't Remember
$38.42,Me,$6.00,White,Sun,Lunch,Dine In,Good,Might or Might Not,Might or Might Not,Yes,Very Good,Excellent,Very Good,Excellent,Excellent,Excellent,No
$60.00,Me,$0.07,Hispanic,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$14.76,Me,$4.24,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$89.49,Me,$20.00,Black,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$84.22,Me,$15.78,Hispanic,Sun,Dinner,Dine In,Very Good,Definitely Will,Probably Would,Yes,Very Good,Very Good,Excellent,Very Good,Very Good,Very Good,No
$35.69,Me,$12.00,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Good,Good,Very Good,Excellent,Yes
$35.00,Me,$10.00,White,Sat,Dinner,Dine In,Very Good,Might or Might Not,Might or Might Not,Yes,Very Good,Very Good,Good,Good,Very Good,Very Good,Yes
$29.14,Me,$2.65,Other,Sat,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Excellent,Very Good,Good,Good,Good,No
$24.01,Me,$8.00,Prefer not to answer,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$12.51,Me,$10.00,White,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$14.26,Me,$0.03,Black,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$28.06,Me,$5.00,White,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Don't Remember
$132.03,Me,$20.00,Asian,Sun,Dinner,Dine In,Good,Probably Will,Probably Would,Yes,Fair,Excellent,Very Good,Very Good,Excellent,Excellent,No
$31.88,Me,$8.12,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$28.97,Me,$5.00,Hispanic,Sun,Lunch,Dine In,Excellent,Probably Will,Probably Would,Yes,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$50.00,Me,$7.00,White,Sat,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Excellent,Yes
$100.58,Me,$20.00,Black,Sun,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Excellent,Very Good,Very Good,Excellent,Excellent,Don't Remember
$18.12,Me,$0.05,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$44.60,Me,$8.00,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$48.04,Me,$6.25,Prefer not to answer,Thu,Dinner,Dine In,Fair,Probably Will,Probably Would,Yes,Fair,Fair,Very Good,Very Good,Very Good,Very Good,No
$16.94,Me,$5.00,White,Mon,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$19.88,Me,$5.00,Black,Fri,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$41.67,Me,$6.00,Asian,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Very Good,Excellent,Excellent,Yes
$24.19,Me,$2.20,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$57.08,Me,$8.56,Hispanic,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$29.21,Me,$6.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$86.08,Me,$17.00,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$17.34,Me,$3.50,White,Tue,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$71.64,Me,$14.00,Hispanic,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$27.55,Me,$5.00,White,Sat,Dinner,Dine In,Very Good,Probably Will,Might or Might Not,Yes,Very Good,Excellent,Very Good,Very Good,Excellent,Excellent,Yes
$7.56,Me,$4.00,Black,Tue,Dinner,Dine In,Excellent,Probably Will,Might or Might Not,Yes,Excellent,Excellent,Excellent,Excellent,Very Good,Very Good,No
$27.06,Me,$8.00,White,Sun,Dinner,Dine In,Good,Definitely Will,Definitely Would,Yes,Excellent,Good,Excellent,Excellent,Poor,Very Good,Yes
$29.73,Me,$0.06,White,Tue,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Excellent,Very Good,Very Good,Excellent,Very Good,Good,No
$22.90,Me,$3.50,White,Tue,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$44.01,Me,$4.50,Hispanic,Sun,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Good,Good,Very Good,Very Good,No
$41.65,Me,$5.00,Hispanic,Sat,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Excellent,Excellent,Excellent,Excellent,No
$57.37,Me,$10.00,White,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Very Good,Excellent,Excellent,No
$38.85,Me,$4.15,Prefer not to answer,Tue,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$31.50,Me,$6.00,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$15.35,Me,$4.65,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$26.14,Me,$5.00,Hispanic,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$51.78,Me,$0.11,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Very Good,Yes
$39.97,Me,$6.00,Hispanic,Tue,Dinner,Dine In,Excellent,Might or Might Not,Probably Would Not,Yes,Fair,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$39.47,Me,$5.06,White,Tue,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,No
$20.33,Me,$3.00,White,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Very Good,Excellent,No
$108.25,Me,$5.00,Other,Sun,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Excellent,Very Good,Excellent,No
$50.00,Me,$5.00,Hispanic,Mon,Dinner,Dine In,Good,Definitely Will,Definitely Would,Yes,Very Good,Good,Good,Very Good,Good,Fair,No
$52.77,Me,$5.83,Hispanic,Sat,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,No,Excellent,Very Good,Very Good,Excellent,Very Good,Very Good,No
$10.81,Me,$1.50,White,Tue,Lunch,Dine In,Excellent,Definitely Will,Probably Would,Yes,Very Good,Excellent,Very Good,Excellent,Very Good,Excellent,Yes
$11.70,Me,$2.00,White,Tue,Dinner,Dine In,Excellent,Probably Will,Probably Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$46.24,Me,$6.00,Prefer not to answer,Fri,Dinner,Dine In,Fair,Probably Will,Probably Would Not,No,Excellent,Poor - Poor,Very Good,Very Good,Poor,Poor,No
$41.71,Me,$6.25,Asian,Wed,Lunch,Dine In,Very Good,Definitely Will,Probably Would,Yes,Very Good,Good,Very Good,Very Good,Very Good,Good,No
$53.75,Me,$2.00,White,Sun,Dinner,Dine In,Good,Probably Will,Might or Might Not,No,Excellent,Poor - Poor,Good,Very Good,Good,Good,No
$61.75,Me,$10.00,White,Sat,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Good,Very Good,Excellent,Excellent,No
$34.50,Me,$5.00,Hispanic,Mon,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$35.59,Me,$10.00,White,Tue,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Don't Remember
$31.89,Me,$7.00,Black,Tue,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Excellent,Yes
$39.50,Me,$12.50,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$36.85,Me,$5.00,White,Thu,Lunch,Dine In,Very Good,Probably Will,Might or Might Not,No,Excellent,Very Good,Very Good,Very Good,Very Good,Very Good,Don't Remember
$48.83,Me,$5.00,Asian,Mon,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Good,Very Good,Very Good,Excellent,Very Good,No
$16.99,Me,$1.00,Asian,Tue,Dinner,Dine In,Very Good,Definitely Will,Definitely Would Not,Yes,Excellent,Very Good,Excellent,Excellent,Excellent,Excellent,No
$27.88,Me,$3.25,White,Tue,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Very Good,Very Good,Very Good,Excellent,No
$14.13,Me,$4.25,White,Sun,Dinner,Dine In,Good,Definitely Will,Probably Would,Yes,Very Good,Excellent,Good,Very Good,Very Good,Very Good,Yes
$37.00,Me,$6.50,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$28.93,Me,$4.00,White,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,Don't Remember
$18.25,Me,$4.00,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Excellent,No
$49.01,Me,$9.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$34.48,Me,$6.00,Hispanic,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$12.94,Me,$2.50,Hispanic,Wed,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$50.03,Me,$0.08,White,Sun,Dinner,Dine In,Good,Probably Will,Probably Would,Yes,Very Good,Good,Very Good,Very Good,Very Good,Good,No
$27.94,Me,$0.04,Asian,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Very Good,No
$54.25,Me,$7.00,White,Wed,Lunch,Dine In,Very Good,Definitely Will,Probably Would,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,No
$57.82,Me,$8.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$44.30,Me,$6.00,White,Thu,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,No
$47.60,Me,$10.00,Asian,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$36.66,Me,$7.00,Prefer not to answer,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$31.37,Me,$6.63,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Excellent,Very Good,Excellent,Excellent,Don't Remember
$41.00,Me,$8.00,White,Thu,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Very Good,Excellent,Very Good,Excellent,No
$31.61,Me,$5.00,White,Mon,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Excellent,Excellent,No
$35.00,Me,$8.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$375.00,Me,$75.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$52.92,Me,$8.00,Black,Sun,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Very Good,Very Good,Very Good,Very Good,Don't Remember
$25.49,Me,$3.00,White,Fri,Lunch,Dine In,Excellent,Probably Not,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$29.09,Me,$0.05,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$57.35,Me,$12.00,White,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$60.00,Me,$8.00,White,Tue,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$12.95,Me,$3.00,White,Sat,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Excellent,No
$45.41,Me,$0.10,White,Thu,Dinner,Dine In,Excellent,Probably Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$24.61,Me,$5.00,White,Fri,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$25.00,Me,$3.00,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$28.52,Me,$5.50,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$20.46,Me,$4.00,White,Thu,Lunch,Dine In,Good,Probably Will,Might or Might Not,Yes,Good,Good,Very Good,Very Good,Good,Good,No
$25.85,Me,$3.50,Asian,Tue,Lunch,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Very Good,Very Good,Very Good,Very Good,No
$28.47,Me,$6.53,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$35.40,Me,$5.00,White,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$59.33,Me,$5.67,White,Sun,Dinner,Dine In,Good,Definitely Will,Definitely Would,Yes,Very Good,Good,Very Good,Good,Good,Very Good,No
$14.68,Me,$3.00,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$61.99,Me,$9.01,White,Fri,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Excellent,Yes
$23.31,Me,$4.00,White,Fri,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$79.42,Me,$20.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$35.81,Me,$7.00,White,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Very Good,Very Good,Good,Don't Remember
$20.00,Me,$5.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Very Good,Excellent,Excellent,Very Good,Excellent,No
$75.07,Me,$14.00,White,Sat,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$46.85,Me,$8.15,White,Wed,Dinner,Dine In,Excellent,Definitely Will,Probably Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$23.55,Me,$4.00,Other,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$40.00,Me,$7.00,Prefer not to answer,Fri,Dinner,Dine In,Excellent,Probably Will,Probably Would,Yes,Very Good,Excellent,Very Good,Excellent,Excellent,Excellent,Yes
$31.61,Me,$7.00,White,Thu,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
$24.12,Me,$5.00,Asian,Fri,Lunch,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Very Good,Excellent,Excellent,Very Good,Excellent,Excellent,No
$33.14,Me,$7.00,White,Sat,Dinner,Dine In,Excellent,Definitely Will,Probably Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Excellent,Yes
$20.02,Me,$2.50,Black,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Yes
$66.00,Me,$6.98,Hispanic,Sun,Lunch,Dine In,Poor,Probably Not,Definitely Would Not,No,Good,Poor - Poor,Good,Good,Poor,Poor,No
$37.90,Me,$6.50,White,Thu,Dinner,Dine In,Very Good,Might or Might Not,Might or Might Not,Yes,Very Good,Excellent,Fair,Fair,Very Good,Very Good,Yes
$38.18,Me,$6.40,Hispanic,Sun,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Don't Remember
$42.83,Me,$7.17,Black,Sun,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Very Good,Excellent,Very Good,No
$67.59,Me,$10.00,White,Sat,Dinner,Dine In,Very Good,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Very Good,Excellent,Very Good,Very Good,Yes
$35.16,Me,$5.00,White,Sun,Dinner,Dine In,Poor,Probably Not,Probably Would Not,Yes,Poor,Very Good,Good,Poor,Very Good,Very Good,No
$22.48,Me,$0.03,Hispanic,Thu,Lunch,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Yes
$42.80,Me,$6.00,Hispanic,Sat,Dinner,Dine In,Very Good,Probably Will,Probably Would,Yes,Very Good,Very Good,Excellent,Excellent,Very Good,Very Good,No
$40.62,Me,$6.00,Hispanic,Sat,Dinner,Dine In,Excellent,Definitely Will,Definitely Would,Yes,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No
